indicator,type,confidence,threat_actor,malware_family,first_seen,last_seen,source,notes
xuluxetas[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: xuluxetas.com)"
xamayojir[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: xamayojir.com)"
soft-base[.]org,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: 104.156.59.221)"
high-control[.]net,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: 68.233.238.123)"
get-topservice[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: get-topservice.com)"
extranetserver[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: 23.227.198.239)"
eonline-cdn[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: eonline-cdn.com)"
digital-hardware[.]net,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: 23.29.115.190)"
clacem[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: clacem.com)"
cehocihit[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: cehocihit.com)"
avasecurityservices[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: 23.227.198.227)"
aboutdatabasesoftware[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: 149.255.35.160)"
68.233.238.123,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 68.233.238.123)"
64.44.98.231,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: yuwajeni.com)"
64.44.102.127,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 172.93.111.19)"
3.138.96.16,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: clacem.com)"
23.81.246.209,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: cehocihit.com)"
23.81.246.200,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: xamayojir.com)"
23.29.115.190,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 23.29.115.190)"
23.227.198.239,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 23.227.198.239)"
23.227.198.227,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 23.227.198.227)"
23.19.227.177,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: xuluxetas.com)"
179.60.146.16,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: eonline-cdn.com)"
149.255.35.160,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 149.255.35.160)"
104.156.59.221,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-10-02,2022-10-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 104.156.59.221)"
www[.]hellomrsone[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: www.hellomrsone.com)"
vezawahoy[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: vezawahoy.com)"
updateraccount[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: 194.37.97.153)"
tagujog[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: tagujog.com)"
sombrat[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: sombrat.com)"
mvnetworking[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: 149.255.35.131)"
microcloud[.]live,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: microcloud.live)"
maximumservers[.]net,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: maximumservers.net)"
gravyblicus[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: 23.227.198.246)"
fregiyu[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: fregiyu.com)"
firmwarekey[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: 23.227.198.246)"
fincheck[.]site,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: redir-gcloud-app.lm.r.appspot.com)"
fedij[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: fregiyu.com)"
conferencedesk[.]net,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: conferencedesk.net)"
cloudmicro[.]tech,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: cloudmicro.tech)"
caxoxc[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: caxoxc.com)"
cagohufe[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: cagohufe.com)"
businessservicesolution[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: businessservicesolution.com)"
bluetechsupply[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: 217.79.243.148)"
ams-prd-cob[.]nl,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: ams-prd-cob.nl)"
allgroupservices[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: allgroupservices.com)"
95.216.207.130,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: redir-gcloud-app.lm.r.appspot.com)"
87.246.7.38,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: cloudmicro.tech)"
84.32.128.7,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: sombrat.com)"
77.73.134.10,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: microcloud.live)"
45.153.242.82,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: cagohufe.com)"
42.192.21.181,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: service-p91g7lzi-1312402023.gz.apigw.tencentcs.com)"
34.92.131.12,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: a.daidu.co)"
3.145.10.52,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: businessservicesolution.com)"
23.83.133.97,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: tagujog.com)"
23.227.198.246,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: 23.227.198.246)"
23.224.152.138,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: www.hellomrsone.com)"
23.19.58.94,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: vezawahoy.com)"
217.79.243.148,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: 217.79.243.148)"
198.98.53.34,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: 198.98.53.34)"
194.37.97.153,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: 194.37.97.153)"
194.165.16.53,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: maximumservers.net)"
188.166.16.172,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: ams-prd-cob.nl)"
179.60.146.52,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: conferencedesk.net)"
179.60.146.34,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: allgroupservices.com)"
154.22.117.31,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: cdn1.lcdn348v89328gcuhb.ga)"
149.255.35.131,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: 149.255.35.131)"
139.60.161.99,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-23,2022-09-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: caxoxc.com)"
svchosst[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-18,2022-09-18,Threatview.io,"CS C2 Domain (Protocol: https, Config: qw.svchosst.com)"
stepnbayac[.]net,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-18,2022-09-18,Threatview.io,"CS C2 Domain (Protocol: https, Config: orthodoxok.com)"
hadujaza[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-18,2022-09-18,Threatview.io,"CS C2 Domain (Protocol: https, Config: hadujaza.com)"
conhosst[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-18,2022-09-18,Threatview.io,"CS C2 Domain (Protocol: https, Config: zx.conhosst.com)"
84.32.188.25,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-18,2022-09-18,Threatview.io,"CS C2 Relay (Protocol: https, Config: zx.conhosst.com)"
84.32.188.142,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-18,2022-09-18,Threatview.io,"CS C2 Relay (Protocol: https, Config: qw.svchosst.com)"
45.153.241.88,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-18,2022-09-18,Threatview.io,"CS C2 Relay (Protocol: https, Config: hadujaza.com)"
178.208.94.214,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-18,2022-09-18,Threatview.io,"CS C2 Relay (Protocol: https, Config: orthodoxok.com)"
xicefoga[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-09,2022-09-09,Threatview.io,"CS C2 Domain (Protocol: https, Config: xicefoga.com)"
orthodoxok[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-09,2022-09-09,Threatview.io,"CS C2 Domain (Protocol: https, Config: orthodoxok.com)"
hockeysmall[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-09,2022-09-09,Threatview.io,"CS C2 Domain (Protocol: https, Config: hockeysmall.com)"
familyinsurancepartner[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-09,2022-09-09,Threatview.io,"CS C2 Domain (Protocol: https, Config: familyinsurancepartner.com)"
cocesovo[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-09,2022-09-09,Threatview.io,"CS C2 Domain (Protocol: https, Config: cocesovo.com)"
chickenpoken[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-09,2022-09-09,Threatview.io,"CS C2 Domain (Protocol: https, Config: chickenpoken.com)"
3.13.126.118,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-09,2022-09-09,Threatview.io,"CS C2 Relay (Protocol: https, Config: familyinsurancepartner.com)"
23.108.57.211,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-09,2022-09-09,Threatview.io,"CS C2 Relay (Protocol: https, Config: cocesovo.com)"
108.62.118.65,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-09,2022-09-09,Threatview.io,"CS C2 Relay (Protocol: https, Config: xicefoga.com)"
sprinthunter[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-06,2022-09-06,Threatview.io,"CS C2 Domain (Protocol: https, Config: sprinthunter.com)"
shrekf[.]art,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-06,2022-09-06,Threatview.io,"CS C2 Domain (Protocol: https, Config: d15oagcddncz2r.cloudfront.net)"
senebuvuyi[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-06,2022-09-06,Threatview.io,"CS C2 Domain (Protocol: https, Config: senebuvuyi.com)"
newstamagavk[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-06,2022-09-06,Threatview.io,"CS C2 Domain (Protocol: https, Config: newstamagavk.com)"
microcloud[.]pro,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-06,2022-09-06,Threatview.io,"CS C2 Domain (Protocol: https, Config: microcloud.pro)"
cloudmicro[.]pro,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-06,2022-09-06,Threatview.io,"CS C2 Domain (Protocol: https, Config: cloudmicro.pro)"
asdder[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-06,2022-09-06,Threatview.io,"CS C2 Domain (Protocol: https, Config: asdder.com)"
amaniza[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-06,2022-09-06,Threatview.io,"CS C2 Domain (Protocol: https, Config: hungry-conversation-mgw.aws-euw1.cloud-ara.tyk.io)"
alojun[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-06,2022-09-06,Threatview.io,"CS C2 Domain (Protocol: https, Config: alojun.com)"
84.32.188.210,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-06,2022-09-06,Threatview.io,"CS C2 Relay (Protocol: https, Config: hungry-conversation-mgw.aws-euw1.cloud-ara.tyk.io)"
213.227.154.100,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-06,2022-09-06,Threatview.io,"CS C2 Relay (Protocol: https, Config: senebuvuyi.com)"
185.240.34.10,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-06,2022-09-06,Threatview.io,"CS C2 Relay (Protocol: https, Config: microcloud.pro)"
179.43.162.24,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-06,2022-09-06,Threatview.io,"CS C2 Relay (Protocol: https, Config: cloudmicro.pro)"
139.60.161.47,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-06,2022-09-06,Threatview.io,"CS C2 Relay (Protocol: https, Config: alojun.com)"
139.60.161.162,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-06,2022-09-06,Threatview.io,"CS C2 Relay (Protocol: https, Config: asdder.com)"
137.184.139.189,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-06,2022-09-06,Threatview.io,"CS C2 Relay (Protocol: https, Config: d15oagcddncz2r.cloudfront.net)"
zominoz[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: zominoz.com)"
zipo-cons[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: zipo-cons.com)"
zezinuwe[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: zezinuwe.com)"
zendriol[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: zendriol.com)"
wasazokiwo[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: wasazokiwo.com)"
sorekipe[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: sorekipe.com)"
sezezapa[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: sezezapa.com)"
out1etshops[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: out1etshops.com)"
jahojahi[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: jahojahi.com)"
hehegahu[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: hehegahu.com)"
fazehotafa[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: fazehotafa.com)"
edictsoft[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: 194.37.97.146)"
dovaxanil[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: dovaxanil.com)"
barabezo[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: barabezo.com)"
anexuss[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: anexuss.com/)"
agriculturemachineries[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Domain (Protocol: https, Config: us-central1-my-gcp-358120.cloudfunctions.net)"
89.185.85.17,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: zendriol.com)"
64.44.98.23,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: barabezo.com)"
64.44.98.227,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: wasazokiwo.com)"
45.147.229.22,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: hehegahu.com)"
37.252.9.42,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: zipo-cons.com)"
23.19.58.163,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: dovaxanil.com)"
23.106.215.64,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: jahojahi.com)"
23.106.215.139,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: sezezapa.com)"
213.227.154.170,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: zezinuwe.com)"
206.189.236.243,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: us-central1-my-gcp-358120.cloudfunctions.net)"
194.37.97.146,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: 194.37.97.146)"
18.222.8.93,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: anexuss.com/)"
172.93.181.165,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: fazehotafa.com)"
139.60.161.43,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: zominoz.com)"
108.62.118.185,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-09-02,2022-09-02,Threatview.io,"CS C2 Relay (Protocol: https, Config: sorekipe.com)"
wtxservice[.]net,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-08-28,2022-08-28,Threatview.io,"CS C2 Domain (Protocol: https, Config: 23.29.115.140)"
onestepstar[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-08-28,2022-08-28,Threatview.io,"CS C2 Domain (Protocol: https, Config: onestepstar.com)"
mysqlserver[.]org,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-08-28,2022-08-28,Threatview.io,"CS C2 Domain (Protocol: https, Config: mysqlserver.org)"
msdupdate[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-08-28,2022-08-28,Threatview.io,"CS C2 Domain (Protocol: https, Config: msdupdate.com)"
gotroops[.]online,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-08-28,2022-08-28,Threatview.io,"CS C2 Domain (Protocol: https, Config: gotroops.online)"
democrazzy[.]net,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-08-28,2022-08-28,Threatview.io,"CS C2 Domain (Protocol: https, Config: msdupdate.com)"
baidentrue[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-08-28,2022-08-28,Threatview.io,"CS C2 Domain (Protocol: https, Config: shivering-swimming-mgw.aws-euw1.cloud-ara.tyk.io)"
asensvsh[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-08-28,2022-08-28,Threatview.io,"CS C2 Domain (Protocol: https, Config: onestepstar.com)"
aseleeeksh[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-08-28,2022-08-28,Threatview.io,"CS C2 Domain (Protocol: https, Config: onestepstar.com)"
aschnurmansh[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-08-28,2022-08-28,Threatview.io,"CS C2 Domain (Protocol: https, Config: onestepstar.com)"
