indicator,type,confidence,threat_actor,malware_family,first_seen,last_seen,source,notes
45.227.252.253,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-03-20,2023-03-20,Threatview.io,"CS C2 Relay (Protocol: https, Config: acroserver.com)"
204.188.203.212,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-03-20,2023-03-20,Threatview.io,"CS C2 Relay (Protocol: https, Config: 204.188.203.212)"
193.29.13.153,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-03-20,2023-03-20,Threatview.io,"CS C2 Relay (Protocol: https, Config: 193.29.13.153)"
www[.]linkkedin[.]life,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: www.linkkedin.life)"
vd-ntds[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: vd-ntds.com)"
talonbilling[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: us-central1-workers-373921.cloudfunctions.net)"
svcshosvt[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: qw.svcshosvt.com)"
svcrencst[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: qw.svcrencst.com)"
ruplearben[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: ruplearben.com)"
ponzinivek[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: leinabetz.com)"
nxsimdevelop[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: nxsimdevelop.com)"
linkkedin[.]life,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: www.linkkedin.life)"
kbnexc[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: qw.kbnexc.com)"
jquerysslx[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: jquerysslx.com)"
imvcatool[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: imvcatool.com)"
gorillagaz[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: 190.123.44.137)"
getsafeblog[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: freegaysnews.com)"
galspost[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: galspost.com)"
fixx[.]sbs,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: fixx.sbs)"
devsecurityservices[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: devsecurityservices.com)"
dbx[.]formsift[.]io,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: dbx.formsift.io)"
cmdatabase[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: cmdatabase.com)"
chanimoblie[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: cs.qatarpgreenroperties.com)"
audelr[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: kit18.kekpook1337.workers.dev)"
aspnetcenter[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: aspnetcenter.com)"
appdevtechnology[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: appdevtechnology.com)"
allowedcloud[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: allowedcloud.com)"
91.215.85.196,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: vd-ntds.com)"
84.38.180.69,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: galspost.com)"
79.137.202.45,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: cmdatabase.com)"
77.91.84.137,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: devsecurityservices.com)"
54.188.58.32,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: dbx.formsift.io)"
43.159.43.58,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: cs.qatarpgreenroperties.com)"
23.227.203.70,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: aspnetcenter.com)"
23.227.202.66,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: allowedcloud.com)"
23.227.196.194,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: appdevtechnology.com)"
23.227.196.174,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: imvcatool.com)"
212.118.54.138,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: 190.123.44.137)"
206.189.201.57,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: us-central1-workers-373921.cloudfunctions.net)"
198.54.117.242,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: kit18.kekpook1337.workers.dev)"
194.165.16.93,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: ruplearben.com)"
185.39.18.159,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: leinabetz.com)"
172.93.193.238,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: fixx.sbs)"
154.223.165.16,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: www.linkkedin.life)"
146.70.161.122,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: qw.kbnexc.com)"
109.206.240.216,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: jquerysslx.com)"
109.172.45.38,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-25,2023-02-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: nxsimdevelop.com)"
wv2022[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-04,2023-02-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: uranustechsolution.com)"
mnogoznachitelno[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-04,2023-02-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: kit18.kekpook1337.workers.dev)"
integrated-security[.]net,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-04,2023-02-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: bx7jwhkpb4.execute-api.us-east-1.amazonaws.com)"
csou[.]link,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-04,2023-02-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: 162.33.179.221)"
5.199.168.46,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-04,2023-02-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: 162.33.179.221)"
194.165.16.57,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-04,2023-02-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: kit18.kekpook1337.workers.dev)"
190.123.44.207,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-04,2023-02-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: kit18.kekpook1337.workers.dev)"
184.72.146.182,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-04,2023-02-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: bx7jwhkpb4.execute-api.us-east-1.amazonaws.com)"
109.172.45.77,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-04,2023-02-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: uranustechsolution.com)"
109.172.45.28,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-02-04,2023-02-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: devcloudpro.com)"
support-wellsfargovis[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-25,2023-01-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: clarkitservices.com)"
recoveryweb2[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-25,2023-01-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: clarkitservices.com)"
recoverportal2[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-25,2023-01-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: clarkitservices.com)"
recoverporta1[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-25,2023-01-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: clarkitservices.com)"
gepcash[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-25,2023-01-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: freegaysnews.com)"
azurecloudfire[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-25,2023-01-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: azurecloudfire.com)"
91.213.50.35,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-25,2023-01-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: azurecloudfire.com)"
84.32.188.186,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-25,2023-01-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: qw.execsvct.com)"
23.227.202.188,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-25,2023-01-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: clarkitservices.com)"
212.113.106.118,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-25,2023-01-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: avdev.net)"
77.73.134.51,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-21,2023-01-21,Threatview.io,"CS C2 Relay (Protocol: https, Config: goupdatemic.online)"
topgamenetwork[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-20,2023-01-20,Threatview.io,"CS C2 Domain (Protocol: https, Config: topgamenetwork.com)"
thenbkgroup[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-20,2023-01-20,Threatview.io,"CS C2 Domain (Protocol: https, Config: dcrwaxwvb1lj1.cloudfront.net)"
telusmobility-billed[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-20,2023-01-20,Threatview.io,"CS C2 Domain (Protocol: https, Config: mwg-update.cloud)"
teams-app-cdn[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-20,2023-01-20,Threatview.io,"CS C2 Domain (Protocol: https, Config: global.teams-app-cdn.com)"
myjqueryss[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-20,2023-01-20,Threatview.io,"CS C2 Domain (Protocol: https, Config: myjqueryss.com)"
mwg-update[.]cloud,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-20,2023-01-20,Threatview.io,"CS C2 Domain (Protocol: https, Config: mwg-update.cloud)"
hnsxpharm[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-20,2023-01-20,Threatview.io,"CS C2 Domain (Protocol: https, Config: pharmarite.azurewebsites.net)"
freegaysnews[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-20,2023-01-20,Threatview.io,"CS C2 Domain (Protocol: https, Config: freegaysnews.com)"
expoglobalservice[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-20,2023-01-20,Threatview.io,"CS C2 Domain (Protocol: https, Config: expoglobalservice.com)"
84.32.190.100,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-20,2023-01-20,Threatview.io,"CS C2 Relay (Protocol: https, Config: qw.svcrencst.com)"
37.72.168.213,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-20,2023-01-20,Threatview.io,"CS C2 Relay (Protocol: https, Config: expoglobalservice.com)"
23.227.203.14,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-20,2023-01-20,Threatview.io,"CS C2 Relay (Protocol: https, Config: mwg-update.cloud)"
194.180.49.135,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-20,2023-01-20,Threatview.io,"CS C2 Relay (Protocol: https, Config: myjqueryss.com)"
193.168.141.202,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-20,2023-01-20,Threatview.io,"CS C2 Relay (Protocol: https, Config: global.teams-app-cdn.com)"
157.245.102.164,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-20,2023-01-20,Threatview.io,"CS C2 Relay (Protocol: https, Config: dcrwaxwvb1lj1.cloudfront.net)"
156.96.157.120,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-20,2023-01-20,Threatview.io,"CS C2 Relay (Protocol: https, Config: mwg-update.cloud)"
15.197.130.221,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-20,2023-01-20,Threatview.io,"CS C2 Relay (Protocol: https, Config: topgamenetwork.com)"
137.184.49.135,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-01-20,2023-01-20,Threatview.io,"CS C2 Relay (Protocol: https, Config: pharmarite.azurewebsites.net)"
zfuxwvouqvnttpsrxe[.]tech,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-31,2022-12-31,Threatview.io,"CS C2 Domain (Protocol: https, Config: zfuxwvouqvnttpsrxe.tech)"
updatemicrotok[.]online,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-31,2022-12-31,Threatview.io,"CS C2 Domain (Protocol: https, Config: updatemicrotok.online)"
msndla[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-31,2022-12-31,Threatview.io,"CS C2 Domain (Protocol: https, Config: msndla.com)"
apacheorg[.]wiki,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-31,2022-12-31,Threatview.io,"CS C2 Domain (Protocol: https, Config: apacheorg.wiki)"
5.255.106.106,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-31,2022-12-31,Threatview.io,"CS C2 Relay (Protocol: https, Config: zfuxwvouqvnttpsrxe.tech)"
45.128.222.243,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-31,2022-12-31,Threatview.io,"CS C2 Relay (Protocol: https, Config: apacheorg.wiki)"
163.123.142.146,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-31,2022-12-31,Threatview.io,"CS C2 Relay (Protocol: https, Config: updatemicrotok.online)"
favls[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-25,2022-12-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: 45.227.252.253)"
eserverx[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-25,2022-12-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: eserverx.com)"
cloudmane[.]online,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-25,2022-12-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: cloudmane.online)"
afspd[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-25,2022-12-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: 5.181.86.249)"
abritrum-bridges[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-25,2022-12-25,Threatview.io,"CS C2 Domain (Protocol: https, Config: smallpetlive.com)"
84.32.128.150,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-25,2022-12-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: smallpetlive.com)"
79.137.202.62,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-25,2022-12-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: eserverx.com)"
77.73.134.23,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-25,2022-12-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: cloudmane.online)"
5.181.86.249,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-25,2022-12-25,Threatview.io,"CS C2 Relay (Protocol: https, Config: 5.181.86.249)"
magellanfit[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-17,2022-12-17,Threatview.io,"CS C2 Domain (Protocol: https, Config: magellanfit.com)"
167.172.24.169,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-17,2022-12-17,Threatview.io,"CS C2 Relay (Protocol: https, Config: magellanfit.com)"
yw2204[.]shop,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-12,2022-12-12,Threatview.io,"CS C2 Domain (Protocol: https, Config: 45.192.182.192)"
sogouupdate[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-12,2022-12-12,Threatview.io,"CS C2 Domain (Protocol: https, Config: sogouupdate.com)"
rapidfinact[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-12,2022-12-12,Threatview.io,"CS C2 Domain (Protocol: https, Config: rapidfinact.com)"
palalto[.]live,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-12,2022-12-12,Threatview.io,"CS C2 Domain (Protocol: https, Config: palalto.live)"
googlecontentuser[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-12,2022-12-12,Threatview.io,"CS C2 Domain (Protocol: https, Config: googlecontentuser.com)"
globalsteamclub[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-12,2022-12-12,Threatview.io,"CS C2 Domain (Protocol: https, Config: globalsteamclub.com)"
globalplayservices[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-12,2022-12-12,Threatview.io,"CS C2 Domain (Protocol: https, Config: globalplayservices.com)"
getinteriorartstudio[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-12,2022-12-12,Threatview.io,"CS C2 Domain (Protocol: https, Config: getinteriorartstudio.com)"
get-music-online[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-12,2022-12-12,Threatview.io,"CS C2 Domain (Protocol: https, Config: globalplayservices.com)"
esoftwareupdates[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-12,2022-12-12,Threatview.io,"CS C2 Domain (Protocol: https, Config: esoftwareupdates.com)"
conhoosst[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-12,2022-12-12,Threatview.io,"CS C2 Domain (Protocol: https, Config: qw.conhoosst.com)"
altocloudzone[.]live,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-12,2022-12-12,Threatview.io,"CS C2 Domain (Protocol: https, Config: altocloudzone.live)"
84.32.191.131,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-12-12,2022-12-12,Threatview.io,"CS C2 Relay (Protocol: https, Config: qw.conhoosst.com)"
